"Id"|"Name"|"SWF"|"CategoryId"|"Price"|"SkinId"|"Filename"|"Vip"|"Discount"|"ThemeID"|"DiamondsPrice"|"AvailableUntil"|"ColorScheme"|"CategoryId1"|"CategoryName"|"SlotTypeId"
"19647"|"Double Chain"|"country_2018_necklacegirl_asj"|"45"|"250"|"1"|""|"2"|"0"|"602"|"0"|""|"defaultcolor=defaultcolor,0xDB9A4A,Denim"|"45"|"SCARF"|"27"
"19646"|"Lucky"|"country_2018_luckyboy_fj"|"2"|"275"|"2"|""|"0"|"0"|"602"|"0"|""|"defaultcolor=defaultcolor,0xe04a0b,Denim;colors=color2,0xECECEC,baseprint"|"2"|"Shirts"|"2"
"19645"|"Simply the Best"|"country_2018_boytank_fj"|"2"|"425"|"2"|""|"0"|"0"|"602"|"0"|""|"defaultcolor=defaultcolor,0xfeffff,Denim"|"2"|"Shirts"|"2"
"19644"|"The Star of the Show"|"country_2018_bootswhite_asj"|"12"|"400"|"0"|""|"0"|"0"|"602"|"0"|""|"defaultcolor=defaultcolor,0x734e3b,Denim;colors=color2,0x57000a,Leather:color3,0xecb08e,Leather"|"12"|"Boots"|"5"
"19643"|"Country Star"|"country_2018_earstar_asj"|"90"|"275"|"1"|""|"0"|"0"|"602"|"0"|""|"defaultcolor=defaultcolor,0x332F2F,Denim;colors=color2,0xDBC9C9,Leather"|"90"|"EAR_ACCESSORY"|"9"
"19642"|"Wild Style"|"country_2018_leoshirt_fj"|"2"|"575"|"2"|""|"2"|"0"|"602"|"0"|""|"defaultcolor=defaultcolor,0x969b98,Denim;colors=color2,0xcdcbcc,baseprint:color3,0x20002,baseprint"|"2"|"Shirts"|"2"
"19641"|"Howdy"|"country_2018_hatboy_asj"|"13"|"225"|"2"|""|"0"|"0"|"602"|"0"|""|"defaultcolor=defaultcolor,0xDEC5AD,Denim;colors=color2,0xA68978,Leather"|"13"|"Hats"|"6"
"19640"|"Howdy"|"country_2018_hat_asj"|"13"|"225"|"1"|""|"0"|"0"|"602"|"0"|""|"defaultcolor=defaultcolor,0xDEC5AD,Denim;colors=color2,0xA68978,Leather"|"13"|"Hats"|"6"
"19639"|"Party Creature"|"country_2018_sstopleo_fj"|"2"|"300"|"1"|""|"0"|"0"|"602"|"0"|""|"defaultcolor=defaultcolor,0xECC699,Denim;colors=color2,0xBB8856,baseprint:color3,0x382621,baseprint"|"2"|"Shirts"|"2"
"19638"|"For the Love of Denim"|"country_2018_jeansgirl_asj"|"60"|"425"|"1"|""|"0"|"0"|"602"|"0"|""|"defaultcolor=defaultcolor,0xC7D3E0,Denim;colors=color2,0xE2E2E2,Leather"|"60"|"TIGHT_PANTS"|"3"
"19637"|"On the Fringe"|"country_2018_fringedress_asj"|"2"|"750"|"1"|""|"0"|"0"|"602"|"0"|""|"defaultcolor=defaultcolor,0xf9452a,Denim;colors=color2,0xf9452a,Leather"|"2"|"Shirts"|"2"
"19636"|"Stars N Stripes"|"country_2018_sstop_fj"|"2"|"575"|"1"|""|"0"|"0"|"602"|"0"|""|"defaultcolor=defaultcolor,0xffffff,Denim;colors=color2,0xD02929,baseprint:color3,0x32539C,baseprint"|"2"|"Shirts"|"2"
"19635"|"Rhinestone Princess"|"country_2018_bandou_fj"|"2"|"0"|"1"|""|"0"|"0"|"602"|"6"|""|"defaultcolor=defaultcolor,0xCFDDE7,Denim"|"2"|"Shirts"|"2"
"19634"|"Rock Star Waves"|"country_2018_hair_asj"|"1"|"625"|"1"|""|"2"|"0"|"602"|"0"|""|"defaultcolor=defaultcolor,0x330000,Denim;colors=color2,0xecb08e,Leather"|"1"|"Hair"|"1"
"19633"|"Feeling Fringey"|"country_2018_fringeboy_asj"|"2"|"300"|"2"|""|"0"|"0"|"602"|"0"|""|"defaultcolor=defaultcolor,0x20002,Denim;colors=color2,0x333330,baseprint"|"2"|"Shirts"|"2"
"19632"|"Feeling Fringey"|"country_2018_fringetop_asj"|"2"|"300"|"1"|""|"0"|"0"|"602"|"0"|""|"defaultcolor=defaultcolor,0xF5F3F0,Denim;colors=color2,0xF5F3F0,baseprint"|"2"|"Shirts"|"2"
"19631"|"Sweet Summer Breeze"|"country_2018_smalltop_fj"|"2"|"425"|"1"|""|"0"|"0"|"602"|"0"|""|"defaultcolor=defaultcolor,0xF5F3F0,Denim"|"2"|"Shirts"|"2"
"19630"|"The Fringe is Real"|"country_2018_fringeboots_asj"|"12"|"325"|"1"|""|"0"|"0"|"602"|"0"|""|"defaultcolor=defaultcolor,0x333330,Denim;colors=color2,0x969b98,Leather"|"12"|"Boots"|"5"
"19629"|"Denim Lover"|"country_2018_closedjack_fj"|"2"|"550"|"1"|""|"2"|"0"|"602"|"0"|""|"defaultcolor=defaultcolor,0x3F5A93,Denim;colors=color2,0x957C5C,Leather:color3,0xDADDE5,Leather"|"2"|"Shirts"|"2"
"19628"|"Stylish Rips"|"country_2018_pantsboy_asj"|"3"|"350"|"2"|""|"0"|"0"|"602"|"0"|""|"defaultcolor=defaultcolor,0x99ccff,Denim;colors=color2,0x351E13,Leather:color3,0x919191,Leather:color4,0xffffff,Leather"|"3"|"Trousers"|"3"
"19627"|"Inner Animal "|"country_2018_leojack_fj"|"50"|"475"|"1"|""|"0"|"0"|"602"|"0"|""|"defaultcolor=defaultcolor,0x333330,Denim;colors=color2,0xfbdac0,baseprint:color3,0x9e6655,baseprint"|"50"|"JACKETS"|"31"
"19626"|"Denim Feel"|"country_2018_shortsgirl_asj"|"3"|"300"|"1"|""|"0"|"0"|"602"|"0"|""|"defaultcolor=defaultcolor,0x332F2F,Denim;colors=color2,0x351E13,Leather:color3,0x919191,Leather"|"3"|"Trousers"|"3"
"19622"|"Blaze Of Glory"|"spot_2018_male_mf"|"2"|"475"|"2"|""|"2"|"0"|"601"|"0"|""|"defaultcolor=defaultcolor,0xcccccc,Denim;colors=color2,0xffffff,Leather"|"2"|"Shirts"|"2"
"19621"|"Smart Tee"|"spot_2018_fmale_mf"|"2"|"300"|"1"|""|"0"|"0"|"601"|"0"|""|"defaultcolor=defaultcolor,0x91d3fd,Denim;colors=color2,0x000000,Leather:color3,0xffffff,Leather"|"2"|"Shirts"|"2"
"19620"|"Smart Tee"|"spot_2018_male2_mf"|"2"|"250"|"2"|""|"0"|"0"|"601"|"0"|""|"defaultcolor=defaultcolor,0xcc0000,Denim;colors=color2,0x000000,Leather:color3,0xffffff,Leather"|"2"|"Shirts"|"2"
"19619"|"Smooth Style"|"steal_2018_malehair_mf"|"1"|"350"|"2"|""|"0"|"0"|"601"|"0"|""|"defaultcolor=defaultcolor,0x663300,Denim;colors=color2,0xff981e,Leather"|"1"|"Hair"|"1"
"19615"|"Steel the Heels"|"spotlight_steelheelshoes_2018_ms"|"70"|"500"|"1"|""|"0"|"0"|"601"|"0"|""|"defaultcolor=defaultcolor,0x202020,Main;colors=color2,0x202020,platform:color3,0xCCCCCC,heel:color4,0x333333,sole"|"70"|"SMALL_HIGHHEEL"|"5"
"19614"|"Loafing Around"|"spotlight_2018_loafers_ms"|"10"|"350"|"2"|""|"2"|"0"|"601"|"0"|""|"defaultcolor=defaultcolor,0x33,Main;colors=color2,0x333333,sole:color3,0x333333,piping:color4,0xE0BB4C,gold:color5,0xFFFFFF,dots"|"10"|"Shoes"|"5"
"19613"|"Check 'Em Out"|"spotlight_2018_checkerpants_ms"|"3"|"475"|"2"|""|"2"|"0"|"601"|"0"|""|"defaultcolor=defaultcolor,0x6699cc,Main;colors=color2,0x99ccff,checks:color3,0x000000,button"|"3"|"Trousers"|"3"
"19612"|"Pantsyfance"|"spotlight_2018_fancypants_ms"|"3"|"500"|"2"|""|"0"|"0"|"601"|"0"|""|"defaultcolor=defaultcolor,0x1E1E1E,Color;colors=color2,0x000000,button"|"3"|"Trousers"|"3"
"19611"|"Non Tuxic Boy"|"spotlight_2018_blazer_ms"|"50"|"600"|"2"|""|"0"|"0"|"601"|"0"|""|"defaultcolor=defaultcolor,0x4006c,Main;colors=color2,0xfeca43,Lapels:color3,0xfdbd3f,button"|"50"|"JACKETS"|"31"
"19610"|"Non Tuxic Girl"|"spotlight_2018_blazer_girl_ms"|"50"|"500"|"1"|""|"0"|"0"|"601"|"0"|""|"defaultcolor=defaultcolor,0x252525,Main;colors=color2,0x252525,Lapels:color3,0x252525,button"|"50"|"JACKETS"|"31"
"19609"|"Love These!"|"spotlight_2018_strappyheels_fj"|"70"|"325"|"1"|""|"0"|"0"|"601"|"0"|""|"defaultcolor=defaultcolor,0x20002,Main"|"70"|"SMALL_HIGHHEEL"|"5"
"19608"|"Golden Feet"|"spotlight_2018_golden_fj"|"70"|"375"|"1"|""|"0"|"0"|"601"|"0"|""|"defaultcolor=defaultcolor,0x20002,Main"|"70"|"SMALL_HIGHHEEL"|"5"
"19607"|"Add Some Wow"|"spotlight_2018_skirt_fj"|"61"|"375"|"1"|""|"0"|"0"|"601"|"0"|""|"defaultcolor=defaultcolor,0xdaa895,Color"|"61"|"BAGGY_PANTS"|"3"
"19606"|"Inner Confidence"|"spotlight_2018_sliskirt_fj"|"61"|"450"|"1"|""|"2"|"0"|"601"|"0"|""|"defaultcolor=defaultcolor,0x000000,Color"|"61"|"BAGGY_PANTS"|"3"
"19605"|"Gold Wrists"|"prom_2018_bracelets_lsz"|"35"|"200"|"0"|""|"0"|"0"|"601"|"0"|""|"defaultcolor=defaultcolor,0xcc9900,Denim"|"35"|"LOWER_RIGHT_ARM_TATOO"|"17"
"19604"|"Queen in the Castle"|"prom_2018_tiara_lsz"|"13"|"200"|"0"|""|"0"|"0"|"601"|"0"|""|"defaultcolor=defaultcolor,0xffffff,Denim"|"13"|"Hats"|"6"
"19603"|"Fabulous Waves"|"fancy_2018_fabhair_fj"|"1"|"0"|"1"|""|"0"|"0"|"601"|"6"|""|"defaultcolor=defaultcolor,0xffcc99,Denim"|"1"|"Hair"|"1"
"19602"|"Red Carpet Look"|"fancy_2018_slickhair_fj"|"1"|"650"|"1"|""|"0"|"0"|"601"|"0"|""|"defaultcolor=defaultcolor,0x2C2222,Denim"|"1"|"Hair"|"1"
"19601"|"King in the Castle"|"prom_2018_crown_lsz"|"13"|"425"|"0"|""|"0"|"0"|"601"|"0"|""|"defaultcolor=defaultcolor,0xcc9900,Denim;colors=color2,0x990000,Leather"|"13"|"Hats"|"6"
"19600"|"Keep It Stylish"|"spotlight_2018_shirt2_fj"|"2"|"450"|"2"|""|"0"|"0"|"601"|"0"|""|"defaultcolor=defaultcolor,0x2f4d28,Denim;colors=color2,0xfeffff,Leather:color3,0xaf673f,Leather:color4,0xfeffff,Leather"|"2"|"Shirts"|"2"
"19599"|"Gold Tears "|"prom_2018_earings_lsz"|"90"|"225"|"1"|""|"0"|"0"|"601"|"0"|""|"defaultcolor=defaultcolor,0xcccccc,Denim;colors=color2,0xffffff,Leather"|"90"|"EAR_ACCESSORY"|"9"
"19598"|"Fave Shirt"|"spotlight_2018_shirt_fj"|"2"|"575"|"2"|""|"2"|"0"|"601"|"0"|""|"defaultcolor=defaultcolor,0x95262,Denim;colors=color2,0xffffff,Leather:color3,0xffffff,Leather"|"2"|"Shirts"|"2"
"19597"|"Braids Forever "|"steal_2018_updo_lsz"|"1"|"425"|"1"|""|"2"|"0"|"601"|"0"|""|"defaultcolor=defaultcolor,0x4b0016,Denim;colors=color2,0x860127,Leather"|"1"|"Hair"|"1"
"19596"|"Classic Look "|"spotlight_2018_shirttie_fj"|"2"|"475"|"2"|""|"2"|"0"|"601"|"0"|""|"defaultcolor=defaultcolor,0xfeffff,Denim;colors=color2,0x333330,Leather"|"2"|"Shirts"|"2"
"19595"|"I'm the Prom King"|"promking_2018_sash_rd"|"45"|"150"|"2"|""|"0"|"0"|"601"|"0"|""|"defaultcolor=defaultcolor,0xFFFFFF,Sweater;colors=color2,0xF79707,pants"|"45"|"SCARF"|"27"
"19594"|"I'm the Prom Queen"|"promqueen_2018_sash_rd"|"45"|"150"|"1"|""|"0"|"0"|"601"|"0"|""|"defaultcolor=defaultcolor,0xffffff,Sweater;colors=color2,0xff9900,pants"|"45"|"SCARF"|"27"
"19593"|"The Smartest One"|"spotlight_2018_newsuit_lsz"|"2"|"0"|"2"|""|"0"|"0"|"601"|"4"|""|"defaultcolor=defaultcolor,0x000000,Denim;colors=color2,0xaf673f,Leather:color3,0xfaa4bf,Leather:color4,0xffffff,Leather:color5,0x333333,Leather"|"2"|"Shirts"|"2"
"19592"|"Love My Style"|"spotlight_2018_sleevedress_fj"|"2"|"0"|"1"|""|"0"|"0"|"601"|"7"|""|"defaultcolor=defaultcolor,0xeb97bd,Color"|"2"|"Shirts"|"2"
"19591"|"Floral Lady "|"spotlight_2018_blacktops_lsz"|"2"|"400"|"1"|""|"2"|"0"|"601"|"0"|""|"defaultcolor=defaultcolor,0x333333,Denim;colors=color2,0xEEB88B,Leather"|"2"|"Shirts"|"2"
"19590"|"Silky Dreams"|"spotlight_2018_slitsilk_fj"|"2"|"600"|"1"|""|"0"|"0"|"601"|"0"|""|"defaultcolor=defaultcolor,0xecb08e,Color"|"2"|"Shirts"|"2"
"19589"|"Look At Me!"|"spotlight_2018_metallic_fj"|"2"|"750"|"1"|""|"2"|"0"|"601"|"0"|""|"defaultcolor=defaultcolor,0xB5BAC6,Color"|"2"|"Shirts"|"2"
"19588"|"Lady of the Night"|"spotlight_2018_blackdress_lsz"|"2"|"675"|"1"|""|"0"|"0"|"601"|"0"|""|"defaultcolor=defaultcolor,0x333333,Denim;colors=color2,0xEEB88B,Leather"|"2"|"Shirts"|"2"
"19587"|"Summer Fashion"|"spot_2018_top_asj"|"2"|"325"|"1"|""|"0"|"0"|"601"|"0"|""|"defaultcolor=defaultcolor,0xC20000,Denim"|"2"|"Shirts"|"2"
"19586"|"Smarter"|"spot_2018_shirt03_lsz"|"2"|"400"|"2"|""|"0"|"0"|"601"|"0"|""|"defaultcolor=defaultcolor,0xffffff,Denim;colors=color2,0x666666,Leather:color3,0x40CC92,Leather:color4,0x333333,Leather"|"2"|"Shirts"|"2"
"19585"|"Cut Out Cute"|"spotlight_2018_croptop_fj"|"2"|"425"|"1"|""|"0"|"0"|"601"|"0"|""|"defaultcolor=defaultcolor,0x20002,Denim"|"2"|"Shirts"|"2"
"19584"|"Style Princess"|"spot_2018_dress_asj"|"2"|"400"|"1"|""|"0"|"0"|"601"|"0"|""|"defaultcolor=defaultcolor,0xECD2B6,Denim"|"2"|"Shirts"|"2"
"19583"|"Smart"|"spot_2018_shirt02_lsz"|"2"|"350"|"2"|""|"0"|"0"|"601"|"0"|""|"defaultcolor=defaultcolor,0xffffff,Denim;colors=color2,0xffffff,Leather:color3,0x5B96FF,Leather"|"2"|"Shirts"|"2"
"19582"|"Drapey Sweetness"|"spot_2018_drapedressshort_asj"|"2"|"350"|"1"|""|"0"|"0"|"601"|"0"|""|"defaultcolor=defaultcolor,0xfaa4bf,Denim"|"2"|"Shirts"|"2"
"19581"|"Fancy Girl"|"spotlight_2018_dressshort2_fj"|"2"|"575"|"1"|""|"2"|"0"|"601"|"0"|""|"defaultcolor=defaultcolor,0x14151C,Denim;colors=color2,0xffffff,Leather"|"2"|"Shirts"|"2"
"19580"|"Afterparty!"|"spotlight_2018_dressshort_fj"|"2"|"550"|"1"|""|"0"|"0"|"601"|"0"|""|"defaultcolor=defaultcolor,0xfeffff,Denim;colors=color2,0xF79500,Leather"|"2"|"Shirts"|"2"
"19579"|"Grand Appearance"|"spotlight_2018_dress_fj"|"2"|"0"|"1"|""|"0"|"0"|"601"|"4"|""|"defaultcolor=defaultcolor,0xfeffff,Denim;colors=color2,0xF79500,Leather"|"2"|"Shirts"|"2"
"19578"|"Glitter Gala"|"spot_2018_shinedress_asj"|"2"|"800"|"1"|""|"2"|"0"|"601"|"0"|""|"defaultcolor=defaultcolor,0x990000,Denim"|"2"|"Shirts"|"2"
"19577"|"Red Lady"|"spot_2018_drapedress_asj"|"2"|"600"|"1"|""|"0"|"0"|"601"|"0"|""|"defaultcolor=defaultcolor,0x20002,Denim"|"2"|"Shirts"|"2"
"19566"|"The Bat is in the Bag"|"babybats_2018_batbagboy_ms"|"55"|"0"|"2"|""|"0"|"0"|"594"|"4"|""|"defaultcolor=defaultcolor,0x333333,Main;colors=color2,0xCC66FF,contrast:color3,0xFFFFFF,eyes teeth"|"55"|"BAGS"|"32"
"19558"|"Black Bat"|"bats_hairbatboy_2018_mf"|"30"|"200"|"2"|""|"0"|"0"|"594"|"0"|""|"defaultcolor=defaultcolor,0x000000,Denim"|"30"|"Hairthingleft"|"12"
"19557"|"Bat Ears"|"bats_hairbat2boy_2018_mf"|"13"|"250"|"2"|""|"0"|"0"|"594"|"0"|""|"defaultcolor=defaultcolor,0x0,Denim"|"13"|"Hats"|"6"
"19556"|"Bat Collar"|"bats_haircollar2boy_2018_mf"|"45"|"250"|"2"|""|"0"|"0"|"594"|"0"|""|"defaultcolor=defaultcolor,0x333330,Denim"|"45"|"SCARF"|"27"
"19555"|"Nocturnal"|"babybats_2018_sheerboy_fj"|"2"|"475"|"2"|""|"0"|"0"|"594"|"0"|""|"defaultcolor=defaultcolor,0x0,Denim"|"2"|"Shirts"|"2"
"19554"|"Love Hearts"|"babybats_2018_headhearts_asj"|"13"|"500"|"0"|""|"2"|"0"|"594"|"0"|""|"defaultcolor=defaultcolor,0xcc0000,Denim"|"13"|"Hats"|"6"
"19553"|"Off The Grid"|"bbybats_2018_boyshorts_fj"|"3"|"0"|"2"|""|"0"|"0"|"594"|"5"|""|"defaultcolor=defaultcolor,0x272727,Denim;colors=color2,0xffffff,Leather"|"3"|"Trousers"|"3"
"19552"|"Bat Ears"|"bats_hairbat2_2018_mf"|"13"|"250"|"1"|""|"0"|"0"|"594"|"0"|""|"defaultcolor=defaultcolor,0x0,Denim"|"13"|"Hats"|"6"
"19551"|"Black Bat"|"bats_hairbat_2018_mf"|"30"|"200"|"1"|""|"0"|"0"|"594"|"0"|""|"defaultcolor=defaultcolor,0x000000,Denim"|"30"|"Hairthingleft"|"12"
"19550"|"Bat Neck"|"bats_collarbat_2018_mf"|"45"|"150"|"1"|""|"0"|"0"|"594"|"0"|""|"defaultcolor=defaultcolor,0x20002,Denim;colors=color2,0x20002,Leather"|"45"|"SCARF"|"27"
"19549"|"Bat Collar"|"bats_haircollar2_2018_mf"|"45"|"250"|"1"|""|"0"|"0"|"594"|"0"|""|"defaultcolor=defaultcolor,0x333333,Denim"|"45"|"SCARF"|"27"
"19548"|"Emerald Ear"|"bats_earrings_2018_mf"|"90"|"400"|"1"|""|"2"|"0"|"594"|"0"|""|"defaultcolor=defaultcolor,0x88D4BD,Denim"|"90"|"EAR_ACCESSORY"|"9"
"19547"|"Glow Green"|"bats_2018_hair_mf"|"1"|"450"|"2"|""|"0"|"0"|"594"|"0"|""|"defaultcolor=defaultcolor,0xdaa895,Denim;colors=color2,0x20002,Leather"|"1"|"Hair"|"1"
"19546"|"Rise Of The Bats"|"bats_2018_girl_mf"|"2"|"375"|"1"|""|"2"|"0"|"594"|"0"|""|"defaultcolor=defaultcolor,0x040404,Denim;colors=color2,0x5D5C54,Leather"|"2"|"Shirts"|"2"
"19545"|"Rise Of The Bats"|"bats_2018_top_mf3"|"2"|"400"|"2"|""|"2"|"0"|"594"|"0"|""|"defaultcolor=defaultcolor,0x040404,Denim;colors=color2,0x5D5C54,Leather"|"2"|"Shirts"|"2"
"19544"|"Bat Bite"|"bats_2018_topf_mf2"|"2"|"250"|"1"|""|"0"|"0"|"594"|"0"|""|"defaultcolor=defaultcolor,0x202020,Denim;colors=color2,0xffffff,Leather"|"2"|"Shirts"|"2"
"19543"|"Bat Bite"|"bats_2018_top_mf2"|"2"|"375"|"2"|""|"0"|"0"|"594"|"0"|""|"defaultcolor=defaultcolor,0x202020,Denim;colors=color2,0xffffff,Leather"|"2"|"Shirts"|"2"
"19542"|"Bat in Black"|"bats_2018_top_mf"|"2"|"0"|"2"|""|"0"|"0"|"594"|"5"|""|"defaultcolor=defaultcolor,0xffffff,Denim;colors=color2,0x191919,Leather:color3,0x191919,Leather"|"2"|"Shirts"|"2"
"19541"|"Free Bird"|"babybats_2018_stripes_mf"|"2"|"475"|"1"|""|"0"|"0"|"594"|"0"|""|"defaultcolor=defaultcolor,0xffffff,Denim;colors=color2,0x000000,Leather:color3,0xffffff,Leather"|"2"|"Shirts"|"2"
"19540"|"Wings of Change"|"bats_2018_footwings_ms"|"45"|"200"|"0"|""|"0"|"0"|"594"|"0"|""|"defaultcolor=defaultcolor,0x333333,Main"|"45"|"SCARF"|"27"
"19539"|"Sneaky Wings"|"bats_2018_wingvans_ms"|"10"|"400"|"0"|""|"0"|"0"|"594"|"0"|""|"defaultcolor=defaultcolor,0x333333,color;colors=color2,0xc9b3a3,sole:color3,0x333333,laces:color4,0x333333,wings:color5,0x997666,sole"|"10"|"Shoes"|"5"
"19538"|"The Bat is in the Bag"|"babybats_2018_batbag_ms"|"55"|"0"|"1"|""|"0"|"0"|"594"|"4"|""|"defaultcolor=defaultcolor,0x333333,Main;colors=color2,0xCC66FF,contrast:color3,0xFFFFFF,eyes teeth"|"55"|"BAGS"|"32"
"19533"|"Coffin Bag"|"babybats_2018_coffin_lsz"|"55"|"175"|"0"|""|"0"|"0"|"594"|"0"|""|"defaultcolor=defaultcolor,0xfD78EFA,Denim;colors=color2,0xcccccc,Leather:color3,0x333333,Leather"|"55"|"BAGS"|"32"
"19532"|"Stuff of Nightmares"|"bats_2018_nightmareboots_ms"|"70"|"600"|"1"|""|"0"|"0"|"594"|"0"|""|"defaultcolor=defaultcolor,0x333333,Main;colors=color2,0x333333,Platforms:color3,0x4D4B4B,soles"|"70"|"SMALL_HIGHHEEL"|"5"
"19531"|"Sweet Bat"|"bb_2018_crop_lsz"|"2"|"525"|"1"|""|"0"|"0"|"594"|"0"|""|"defaultcolor=defaultcolor,0xffffff,Denim;colors=color3,0x6a97cc,Leather:color2,0x91d3fd,Leather"|"2"|"Shirts"|"2"
"19530"|"Fierce and Fuzzy"|"bats_2018_fluffyballerina_ms_2"|"70"|"0"|"1"|""|"0"|"0"|"594"|"3"|""|"defaultcolor=defaultcolor,0xFFDBF2,Main;colors=color2,0xFFC9EB,platform:color3,0xFFDBF2,strap:color4,0xFFFFFF,sole:color5,0x999999,buckle"|"70"|"SMALL_HIGHHEEL"|"5"
"19528"|"Baby Bling"|"babybats_2018_necklace_fj"|"45"|"175"|"1"|""|"0"|"0"|"594"|"0"|""|"defaultcolor=defaultcolor,0xFA97CD,Denim;colors=color2,0xD78EFA,Leather:color3,0x87DBC1,Leather:color4,0xFFFFFF,Leather"|"45"|"SCARF"|"27"
"19527"|"Night Cape"|"babybats_2018_batcapeboy_fj"|"50"|"200"|"2"|""|"0"|"0"|"594"|"0"|""|"defaultcolor=defaultcolor,0x131217,Denim"|"50"|"JACKETS"|"31"
"19526"|"Night Cape"|"babybats_2018_batcape_fj"|"45"|"200"|"1"|""|"0"|"0"|"594"|"0"|""|"defaultcolor=defaultcolor,0x20002,Denim"|"45"|"SCARF"|"27"
"19525"|"Zippered Up"|"babybats_2018_zipshorts_asj"|"3"|"400"|"1"|""|"2"|"0"|"594"|"0"|""|"defaultcolor=defaultcolor,0x000000,Denim;colors=color2,0xBBBBBB,Leather"|"3"|"Trousers"|"3"
"19524"|"Off the Grid"|"bbybats_2018_skirt_fj"|"3"|"425"|"1"|""|"0"|"0"|"594"|"0"|""|"defaultcolor=defaultcolor,0xc098f1,Denim;colors=color2,0xffffff,Leather"|"3"|"Trousers"|"3"
